StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q9,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,Q14_First Click,Q14_Last Click,Q14_Page Submit,Q14_Click Count,Q10,MTurkCode
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which state higher higher rainfall?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which state had the higher pizza consumption?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which state has the higher homicide rate?,MTurkCode
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID13_FIRST_CLICK""}","{""ImportId"":""QID13_LAST_CLICK""}","{""ImportId"":""QID13_PAGE_SUBMIT""}","{""ImportId"":""QID13_CLICK_COUNT""}","{""ImportId"":""QID9""}","{""ImportId"":""QID5_FIRST_CLICK""}","{""ImportId"":""QID5_LAST_CLICK""}","{""ImportId"":""QID5_PAGE_SUBMIT""}","{""ImportId"":""QID5_CLICK_COUNT""}","{""ImportId"":""QID6""}","{""ImportId"":""QID14_FIRST_CLICK""}","{""ImportId"":""QID14_LAST_CLICK""}","{""ImportId"":""QID14_PAGE_SUBMIT""}","{""ImportId"":""QID14_CLICK_COUNT""}","{""ImportId"":""QID10""}","{""ImportId"":""MTurkCode""}"
2018-05-03 10:55:51,2018-05-03 10:56:21,IP Address,96.59.248.8,100,29,True,2018-05-03 10:56:22,R_87ISsuGEQOhmpAB,,,,,27.866104125977,-82.326499938965,anonymous,EN,0,0,3.158,0,Virginia,0,0,2.706,0,North Dakota,0,0,5.066,0,Utah,78
2018-05-03 10:55:52,2018-05-03 10:56:41,IP Address,70.121.172.21,100,49,True,2018-05-03 10:56:41,R_wXCHFi9UpGFAmn7,,,,,29.583404541016,-98.399398803711,anonymous,EN,0,0,5.048,0,Virginia,0,0,5.046,0,North Dakota,0,0,5.043,0,Utah,42
2018-05-03 10:55:40,2018-05-03 10:56:44,IP Address,24.178.178.124,100,63,True,2018-05-03 10:56:44,R_3n6hycRIvWMtLpM,,,,,33.416793823242,-86.680099487305,anonymous,EN,0,0,5.118,0,Virginia,0,0,5.027,0,North Dakota,0,0,5.043,0,Utah,87
2018-05-03 10:56:04,2018-05-03 10:57:10,IP Address,196.16.109.139,100,65,True,2018-05-03 10:57:10,R_1K29IpYlmP2zfye,,,,,34.054397583008,-118.2440032959,anonymous,EN,0,0,1.628,0,I am not sure,0,0,5.098,0,I am not sure,0,0,0.811,0,Kansas,96
2018-05-03 10:57:01,2018-05-03 10:57:38,IP Address,130.127.110.187,100,37,True,2018-05-03 10:57:39,R_82DI5ddmEsXyowx,,,,,34.847396850586,-82.710098266602,anonymous,EN,0,0,5.056,0,Virginia,0,0,5.055,0,North Dakota,0,0,5.047,0,Utah,72
2018-05-03 10:57:21,2018-05-03 10:57:52,IP Address,173.244.48.29,100,30,True,2018-05-03 10:57:53,R_3Rg9yuwoeDB0Qui,,,,,34.054397583008,-118.2440032959,anonymous,EN,0,0,0.552,0,Kentucky,0,0,0.516,0,Missouri,0,0,1.821,0,Utah,80
2018-05-03 10:56:56,2018-05-03 10:58:01,IP Address,96.19.48.236,100,64,True,2018-05-03 10:58:01,R_d70tOIiG8Rc8Y6t,,,,,43.430694580078,-111.89430236816,anonymous,EN,0,0,5.053,0,Virginia,0,0,5.101,0,North Dakota,0,0,5.016,0,Utah,9
2018-05-03 10:56:58,2018-05-03 10:58:27,IP Address,173.247.21.190,100,88,True,2018-05-03 10:58:27,R_2ZQRJZZMkCFXc7H,,,,,35.048599243164,-85.154998779297,anonymous,EN,0,0,5.091,0,Virginia,0,0,5.083,0,North Dakota,0,0,5.086,0,Utah,58
2018-05-03 10:58:13,2018-05-03 10:58:40,IP Address,128.135.98.12,100,27,True,2018-05-03 10:58:40,R_2WYHgasOpP3fDmX,,,,,41.780395507812,-87.602699279785,anonymous,EN,0.563,0.563,2.645,1,I am not sure,0,0,2.267,0,I am not sure,0,0,2.327,0,I am not sure,22
2018-05-03 10:58:38,2018-05-03 10:59:34,IP Address,50.241.37.229,100,55,True,2018-05-03 10:59:34,R_2ElVVCLKs3NroFG,,,,,44.999404907227,-93.296997070312,anonymous,EN,0,0,5.051,0,Virginia,0,0,4.308,0,North Dakota,0,0,5.056,0,Utah,41
2018-05-03 10:58:23,2018-05-03 10:59:38,IP Address,68.81.42.79,100,75,True,2018-05-03 10:59:38,R_2QGuJ6odUvR8Ehr,,,,,40.270095825195,-75.403999328613,anonymous,EN,0,0,5.08,0,Virginia,0,0,5.063,0,North Dakota,0,0,5.028,0,Utah,50
2018-05-03 11:01:09,2018-05-03 11:01:54,IP Address,69.179.157.90,100,44,True,2018-05-03 11:01:54,R_3ozLFMzqUhUY8C0,,,,,38.789993286133,-90.85489654541,anonymous,EN,2.13,2.13,5.109,1,Virginia,3.53,3.53,5.032,1,North Dakota,0,0,5.036,0,Utah,88
2018-05-03 11:01:48,2018-05-03 11:02:28,IP Address,23.118.12.125,100,40,True,2018-05-03 11:02:28,R_3dH8r85FOxqw4Fb,,,,,33.951705932617,-118.29560089111,anonymous,EN,0,0,5.051,0,I am not sure,0,0,3.809,0,North Dakota,0,0,5.044,0,Utah,52
2018-05-03 11:01:55,2018-05-03 11:02:33,IP Address,99.117.200.35,100,38,True,2018-05-03 11:02:33,R_Q9qA7fTJgZgaZ7H,,,,,38.169906616211,-121.93669891357,anonymous,EN,2.456,2.456,5.068,1,Virginia,0,0,5.122,0,North Dakota,0,0,5.068,0,Utah,44
2018-05-03 11:01:12,2018-05-03 11:02:34,IP Address,71.68.35.2,100,81,True,2018-05-03 11:02:34,R_3hlrHOBGuuTY2Iu,,,,,35.183303833008,-80.642303466797,anonymous,EN,0,0,5.022,0,Virginia,0,0,5.098,0,North Dakota,0,0,5.056,0,Utah,5
2018-05-03 11:02:34,2018-05-03 11:03:47,IP Address,73.209.201.89,100,72,True,2018-05-03 11:03:47,R_2wsfkbEPAIcs7TP,,,,,41.710494995117,-87.564498901367,anonymous,EN,0,0,5.074,0,Kentucky,0,0,5.014,0,North Dakota,0,0,5.076,0,Utah,58
2018-05-03 11:02:37,2018-05-03 11:03:53,IP Address,68.111.198.189,100,75,True,2018-05-03 11:03:54,R_Ra7M9v1R4WldI2d,,,,,33.091003417969,-116.94160461426,anonymous,EN,0,0,5.081,0,I am not sure,0,0,5.019,0,North Dakota,0,0,5.03,0,Utah,31
2018-05-03 11:02:16,2018-05-03 11:03:54,IP Address,73.115.64.75,100,97,True,2018-05-03 11:03:54,R_zfocq1VKMXxG6EV,,,,,29.98779296875,-95.654998779297,anonymous,EN,0,0,5.068,0,Virginia,0,0,5.073,0,North Dakota,0,0,5.068,0,Utah,55
2018-05-03 11:04:05,2018-05-03 11:04:59,IP Address,75.31.172.248,100,54,True,2018-05-03 11:05:00,R_2riGTHnHPHJXLhO,,,,,33.788604736328,-117.93060302734,anonymous,EN,0,0,4.087,0,I am not sure,0,0,2.792,0,North Dakota,0,0,5.093,0,Utah,79
2018-05-03 11:04:11,2018-05-03 11:05:16,IP Address,24.56.189.155,100,65,True,2018-05-03 11:05:16,R_1mnghVgg2JZRtBf,,,,,39.862594604492,-105.19429779053,anonymous,EN,0,0,5.015,0,Virginia,0,0,5.02,0,North Dakota,0,0,5.024,0,I am not sure,82
2018-05-03 11:08:06,2018-05-03 11:08:46,IP Address,204.68.245.12,100,39,True,2018-05-03 11:08:46,R_3Msv2qSE82C16CK,,,,,30.489303588867,-91.074203491211,anonymous,EN,2.759,3.339,5.062,2,Kentucky,0,0,5.097,0,North Dakota,0,0,5.101,0,Utah,16
2018-05-03 11:07:51,2018-05-03 11:08:56,IP Address,64.191.143.122,100,65,True,2018-05-03 11:08:57,R_06vc60TQ0zxNgJj,,,,,38.061492919922,-84.456596374512,anonymous,EN,0,0,5.018,0,Virginia,0,0,5.112,0,North Dakota,0,0,5.128,0,Utah,89
2018-05-03 11:09:39,2018-05-03 11:10:57,IP Address,174.16.123.90,100,77,True,2018-05-03 11:10:57,R_tKx8OlupZggVDbz,,,,,39.703598022461,-104.77239990234,anonymous,EN,0,0,5.028,0,Virginia,0,0,5.034,0,North Dakota,0,0,5.027,0,Utah,82
2018-05-03 11:11:21,2018-05-03 11:11:42,IP Address,98.214.56.251,100,20,True,2018-05-03 11:11:42,R_2ZCePRFASVtPZHM,,,,,40.129104614258,-89.364097595215,anonymous,EN,0,0,1.519,0,I am not sure,0,0,1.32,0,I am not sure,0,0,0.35,0,I am not sure,25
2018-05-03 11:11:05,2018-05-03 11:11:50,IP Address,23.112.109.213,100,45,True,2018-05-03 11:11:51,R_3EGZZ1uFz0y7KiA,,,,,35.215698242188,-80.826202392578,anonymous,EN,0,0,5.014,0,Virginia,0,0,5.025,0,North Dakota,0,0,5.077,0,Utah,57
2018-05-03 11:10:32,2018-05-03 11:12:02,IP Address,67.143.176.60,100,90,True,2018-05-03 11:12:02,R_33sg29fDE5oGVSm,,,,,37.751007080078,-97.821998596191,anonymous,EN,0,0,5.043,0,Virginia,0,0,5.037,0,North Dakota,0,0,5.043,0,Utah,24
2018-05-03 11:15:07,2018-05-03 11:15:55,IP Address,162.2.203.76,100,48,True,2018-05-03 11:15:56,R_3GDrHcN9kSL2I5R,,,,,37.864593505859,-122.28770446777,anonymous,EN,0,0,5.122,0,Virginia,0,0,5.104,0,North Dakota,0,0,4.86,0,Utah,38
2018-05-03 11:17:18,2018-05-03 11:18:04,IP Address,206.80.128.21,100,46,True,2018-05-03 11:18:05,R_cSxwaDOrpW8wUmJ,,,,,41.848297119141,-87.651702880859,anonymous,EN,0,0,5.002,0,Virginia,0,0,3.615,0,North Dakota,0,0,5.059,0,Utah,67
2018-05-03 11:16:17,2018-05-03 11:18:05,IP Address,196.19.177.100,100,108,True,2018-05-03 11:18:06,R_bx9cdZtYTgO0stb,,,,,39.099700927734,-94.578598022461,anonymous,EN,0,0,1.705,0,Virginia,0,0,1.846,0,North Dakota,0,0,2.341,0,Utah,2
2018-05-03 11:22:24,2018-05-03 11:23:20,IP Address,199.67.51.6,100,56,True,2018-05-03 11:23:21,R_1jlJKBgZ4kuUcSB,,,,,41.760604858398,-88.320098876953,anonymous,EN,0,0,5.016,0,Virginia,0,0,5.018,0,North Dakota,0,0,5.042,0,Utah,33
2018-05-03 11:27:29,2018-05-03 11:28:30,IP Address,165.139.147.49,100,60,True,2018-05-03 11:28:30,R_PvuGiB9xeWAXtfz,,,,,39.815399169922,-85.515098571777,anonymous,EN,0,0,5.056,0,Kentucky,0,0,5.055,0,North Dakota,0,0,5.056,0,Utah,42
2018-05-03 11:31:32,2018-05-03 11:32:34,IP Address,159.63.20.102,100,61,True,2018-05-03 11:32:34,R_cFRySFydAINqkEx,,,,,29.586196899414,-98.476501464844,anonymous,EN,0,0,5.055,0,Virginia,0,0,5.054,0,North Dakota,0,0,5.052,0,Utah,66
2018-05-03 11:43:36,2018-05-03 11:45:10,IP Address,169.139.19.126,100,94,True,2018-05-03 11:45:10,R_1jQkOmQyKJCcAGv,,,,,25.812393188477,-80.240097045898,anonymous,EN,0,0,5.067,0,Virginia,0,0,5.021,0,North Dakota,0,0,5.076,0,Utah,75
2018-05-03 11:47:08,2018-05-03 11:48:29,IP Address,174.102.244.83,100,81,True,2018-05-03 11:48:30,R_T790wBbKb2fFfJn,,,,,42.53759765625,-87.857597351074,anonymous,EN,1.243,1.243,5.053,1,Kentucky,1.945,1.945,5.035,1,North Dakota,1.072,1.072,5.057,1,Utah,11
2018-05-03 11:50:36,2018-05-03 11:51:29,IP Address,100.38.237.20,100,53,True,2018-05-03 11:51:30,R_3gYmmMaCqtnA4h2,,,,,40.914001464844,-73.320701599121,anonymous,EN,0,0,5.045,0,Virginia,0,0,5.037,0,North Dakota,0,0,5.045,0,Utah,98
2018-05-03 11:52:11,2018-05-03 11:52:49,IP Address,172.101.208.219,100,38,True,2018-05-03 11:52:50,R_2fyfkBY0P4pkb7g,,,,,42.900207519531,-77.747299194336,anonymous,EN,0,0,2.565,0,Kentucky,0,0,3.329,0,North Dakota,0,0,2.509,0,Utah,72
2018-05-03 11:54:31,2018-05-03 11:55:47,IP Address,24.247.53.56,100,75,True,2018-05-03 11:55:47,R_7UlXo6d2Bk0ArhT,,,,,41.982803344727,-83.297897338867,anonymous,EN,0,0,5.059,0,Virginia,0,0,5.065,0,North Dakota,0,0,5.061,0,Utah,13
2018-05-03 11:56:09,2018-05-03 11:57:35,IP Address,97.104.64.111,100,85,True,2018-05-03 11:57:35,R_1N383PP1m36DNT6,,,,,27.966796875,-80.50959777832,anonymous,EN,0,0,5.025,0,Virginia,0,0,5.034,0,North Dakota,0,0,5.038,0,Utah,94
2018-05-03 11:59:03,2018-05-03 12:00:15,IP Address,50.82.73.90,100,71,True,2018-05-03 12:00:15,R_Ah8y0OFmImEwUYV,,,,,37.218994140625,-93.317596435547,anonymous,EN,0,0,5.051,0,Virginia,3.639,3.639,5.083,1,North Dakota,0,0,4.753,0,Utah,77
2018-05-03 12:00:02,2018-05-03 12:00:54,IP Address,174.223.134.196,100,51,True,2018-05-03 12:00:54,R_2w19DK8fWlYt7jv,,,,,32.44709777832,-86.251998901367,anonymous,EN,0,0,5.069,0,Virginia,0,0,4.032,0,North Dakota,0,0,5.075,0,Utah,43
2018-05-03 12:01:23,2018-05-03 12:02:28,IP Address,156.144.224.26,100,65,True,2018-05-03 12:02:28,R_43k819tib8wR0OJ,,,,,41.575897216797,-87.176200866699,anonymous,EN,0,0,5.068,0,Virginia,0,0,5.016,0,North Dakota,0,0,5.104,0,Utah,46
2018-05-03 12:01:51,2018-05-03 12:03:53,IP Address,67.255.66.238,100,122,True,2018-05-03 12:03:53,R_cCR8voBEULb4hXz,,,,,44.487594604492,-69.837997436523,anonymous,EN,0,0,5.065,0,Virginia,0,0,5.066,0,North Dakota,0,0,5.062,0,Utah,78
2018-05-03 12:21:42,2018-05-03 12:22:33,IP Address,199.224.16.10,100,51,True,2018-05-03 12:22:34,R_31Ql57IEfdUCMOJ,,,,,40.451293945312,-79.899002075195,anonymous,EN,0,0,5.096,0,Kentucky,0,0,5.061,0,North Dakota,0,0,5.085,0,Utah,71
2018-05-03 12:22:57,2018-05-03 12:23:31,IP Address,172.113.106.139,100,33,True,2018-05-03 12:23:31,R_3Oft8fsXdnQpXXR,,,,,33.912902832031,-118.34390258789,anonymous,EN,0,0,5.09,0,Virginia,0,0,5.061,0,North Dakota,0,0,5.068,0,Utah,74
2018-05-03 12:42:37,2018-05-03 12:43:01,IP Address,65.246.1.5,100,23,True,2018-05-03 12:43:01,R_12tMTVuyDlOE3qN,,,,,39.328796386719,-76.596702575684,anonymous,EN,0,0,4.716,0,Virginia,0,0,2.294,0,North Dakota,0,0,2.104,0,Utah,3
2018-05-03 12:48:28,2018-05-03 12:49:24,IP Address,73.231.19.8,100,55,True,2018-05-03 12:49:25,R_3s1z1Q5tL789IoL,,,,,34.955596923828,-120.50270080566,anonymous,EN,0,0,5.05,0,Virginia,0,0,5.072,0,North Dakota,0,0,5.081,0,Utah,50
2018-05-03 12:56:47,2018-05-03 12:57:43,IP Address,24.171.56.101,100,56,True,2018-05-03 12:57:43,R_3NIKTh3PLFVa0ag,,,,,38.423095703125,-90.400596618652,anonymous,EN,1.463,2.376,5.073,2,I am not sure,2.349,2.349,5.071,1,North Dakota,1.932,1.932,5.046,1,Utah,50
2018-05-03 13:05:49,2018-05-03 13:07:03,IP Address,207.250.21.120,100,73,True,2018-05-03 13:07:04,R_1CascduXji7tgQh,,,,,39.785095214844,-86.166496276855,anonymous,EN,0,0,5.052,0,I am not sure,0,0,5.116,0,North Dakota,0,0,5.026,0,Utah,0
2018-05-03 13:08:36,2018-05-03 13:09:41,IP Address,158.123.91.23,100,65,True,2018-05-03 13:09:42,R_2TMK3aZsZbnEyeG,,,,,41.516693115234,-71.677001953125,anonymous,EN,0,0,5.05,0,Virginia,0,0,3.509,0,North Dakota,0,0,5.052,0,Utah,59
2018-05-03 13:26:02,2018-05-03 13:27:19,IP Address,24.177.221.234,100,77,True,2018-05-03 13:27:20,R_ehXpQnO3eIbTP4B,,,,,43.910202026367,-91.243202209473,anonymous,EN,0,0,5.035,0,I am not sure,0,0,5.033,0,North Dakota,0,0,4.805,0,Utah,9
2018-05-03 14:42:28,2018-05-03 14:44:04,IP Address,67.142.112.88,100,96,True,2018-05-03 14:44:05,R_2TFthnBg2WPqNoI,,,,,35.46760559082,-97.516403198242,anonymous,EN,0,0,5.038,0,Virginia,0,0,5.07,0,North Dakota,0,0,5.12,0,Utah,20
